	1wt_fbs1	2ko_fbs1	3wt_ink1	4ko_ink1	5wt_fbs2	6ko_fbs2	7wt_ink2	8ko_ink2	9wt_fbs3	10ko_fbs3	11wt_ink3	12ko_ink3
Mapk15	7	26	19	25	61	43	17	34	63	40	39	41
Mapk1ip1	147	210	211	336	406	313	187	371	308	280	416	547
Mapk1ip1l	3363	7419	3578	6339	12533	9095	3925	6470	10225	10798	7297	10231
Mapk3	422	806	241	702	1505	1111	311	709	1274	1313	577	1223
Mapk4	270	498	407	615	562	654	492	599	417	629	1001	802
Mapk6	1149	3941	1062	2377	6962	4784	1165	2501	5559	5537	2291	4178
Mapk7	461	891	434	882	1626	1260	485	1010	1292	1503	941	1534
Mapk8	355	1093	429	942	1479	1325	460	1008	1149	1491	818	1567
Mapk8ip1	230	449	192	577	911	624	213	566	739	722	438	882
Mapk8ip2	40	273	52	268	74	300	60	319	51	424	111	511
Mapk8ip3	579	891	577	1193	1555	1175	579	1369	1349	1216	1435	2136
Mapk9	455	1103	378	1108	1674	1342	492	1135	1232	1511	980	1733
Mapkap1	331	836	306	640	1185	1104	385	788	913	1131	766	1208
Mapkapk2	429	729	344	771	1470	818	399	812	1184	930	765	1199
Mapkapk3	367	548	348	812	1185	715	386	897	863	810	619	1104
Mapkapk5	503	767	471	913	1796	947	466	902	1516	980	938	1424
Mapkbp1	125	542	139	528	512	558	165	592	466	644	314	900
Mapre1	1789	4940	1453	3185	8576	6014	1391	3103	6413	6908	3078	5050
