"seqnames" "start" "end" "RIP4" "RIP5" "RIP6" "RIP1" "RIP2" "RIP3" "GeneID"
"367" "chr1" 62718786 62719186 26 17 29 47 53 132 "Nrp2"
"368" "chr1" 62815589 62815989 730 703 817 1194 1393 685 "Nrp2"
"369" "chr1" 63058221 63058621 1710 1586 2069 1269 744 1064 "Ino80d"
"370" "chr1" 63058779 63059179 1267 1304 1668 758 892 669 "Ino80d"
"371" "chr1" 63085899 63086299 2829 2736 3301 2109 2732 1941 "Ino80d"
"372" "chr1" 63114472 63114872 106 138 190 55 60 50 "Ino80dos"
"373" "chr1" 63231503 63231903 49 64 53 54 146 51 "Zdbf2"
"374" "chr1" 63232109 63232682 319 323 454 370 705 315 "Zdbf2"
"375" "chr1" 63232691 63233091 163 155 196 204 311 142 "Zdbf2"
"376" "chr1" 63302915 63303788 3028 3487 3883 2217 2646 2099 "Zdbf2"
"377" "chr1" 63304180 63304580 352 326 449 268 424 295 "Zdbf2"
"378" "chr1" 63304740 63305140 1356 1482 1838 932 1128 1164 "Zdbf2"
"379" "chr1" 63305514 63306219 962 1073 1295 821 1093 852 "Zdbf2"
"380" "chr1" 63307234 63308050 3273 3883 4436 2794 2744 2954 "Zdbf2"
"381" "chr1" 63308091 63308491 1286 1543 1736 1135 1121 1038 "Zdbf2"
"382" "chr1" 63308568 63309211 1493 1932 2039 1283 1405 1311 "Zdbf2"
"383" "chr1" 63309647 63310047 655 617 736 776 1009 482 "Zdbf2"
"384" "chr1" 63517150 63517550 199 233 295 515 709 326 "Adam23"
"385" "chr1" 63592703 63593103 3209 3542 4221 1543 1501 1418 "Adam23"
"386" "chr1" 63731649 63732211 915 1037 1116 1037 903 1016 "Fastkd2"
"387" "chr1" 64035287 64035912 296 282 436 866 457 546 "Mir6899"
"388" "chr1" 64042226 64042626 18 16 20 53 37 38 "Mir6899"
"389" "chr1" 64042226 64042626 18 16 20 53 37 38 "Klf7"
"390" "chr1" 64078811 64079211 209 194 254 588 682 452 "Klf7"
"391" "chr1" 64576002 64576402 230 203 267 215 158 129 "Creb1"
"392" "chr1" 64597284 64597947 1648 1707 1782 2240 1872 1426 "Creb1"
"393" "chr1" 64607623 64608023 114 127 174 170 163 80 "Mettl21a"
"394" "chr1" 64679792 64680192 94 68 72 400 233 119 "2810408I11Rik"
"395" "chr1" 64723568 64723968 650 540 590 1245 1219 582 "Ccnyl1"
"396" "chr1" 64734762 64735162 4346 4333 5101 2528 3406 2194 "Fzd5"
"397" "chr1" 64735658 64736917 3042 2715 3190 1676 1508 1327 "Fzd5"
"398" "chr1" 64794396 64794796 426 413 539 404 300 200 "Plekhm3"
"399" "chr1" 64819142 64819542 25 19 33 17 11 13 "Plekhm3"
"400" "chr1" 64921543 64922217 371 442 461 423 436 309 "Plekhm3"
"401" "chr1" 64922280 64922680 351 402 464 240 113 164 "Plekhm3"
"402" "chr1" 64937809 64938209 822 886 1035 823 985 551 "Plekhm3"
"403" "chr1" 65207621 65208319 138 144 185 307 274 191 "Pikfyve"
"404" "chr1" 65208757 65209504 51 57 56 121 105 71 "Pikfyve"
"405" "chr1" 65246349 65246749 1017 1226 1276 1287 1484 1086 "Pikfyve"
"406" "chr1" 65246863 65247263 760 818 972 748 928 777 "Pikfyve"
"407" "chr1" 65273483 65273883 101 60 71 80 124 39 "Pikfyve"
"408" "chr1" 65325622 65326022 0 0 1 1 11 0 "Pth2r"
"409" "chr1" 66519165 66519565 18 15 24 21 19 18 "Unc80"
"410" "chr1" 66594726 66595126 18 5 12 3 7 6 "Unc80"
"411" "chr1" 66785584 66785984 35 28 41 68 16 47 "Kansl1l"
"412" "chr1" 66791149 66791549 69 72 85 52 83 54 "Kansl1l"
"413" "chr1" 66791844 66792244 126 212 202 139 152 107 "Kansl1l"
"414" "chr1" 66801195 66801595 179 224 270 168 149 119 "Kansl1l"
"415" "chr1" 68624905 68625305 5 5 10 6 1 2 "Erbb4"
"416" "chr1" 69538428 69539442 73 91 78 26 40 21 "Ikzf2"
"417" "chr1" 69941800 69942200 5 2 10 3 0 0 "Spag16"
"418" "chr1" 70094122 70094522 12 15 25 8 0 4 "Spag16"
"419" "chr1" 71030286 71030686 276 301 333 201 179 139 "Bard1"
"420" "chr1" 71074741 71075403 1258 1411 1578 1288 1229 847 "Bard1"
"421" "chr1" 72159748 72160148 258 229 260 370 327 160 "Mreg"
"422" "chr1" 72160339 72160739 1503 1331 1496 1836 1251 1169 "Mreg"
"423" "chr1" 72201601 72202001 3 5 2 6 15 8 "Mreg"
"424" "chr1" 72586076 72586476 387 424 466 627 520 428 "Smarcal1"
"425" "chr1" 72860044 72860444 8 11 4 28 56 41 "Igfbp5"
"426" "chr1" 73914225 73914625 49 54 69 94 93 39 "Tns1"
"427" "chr1" 73924768 73925168 81 54 63 60 56 46 "Tns1"
"428" "chr1" 73953283 73953683 68 85 92 104 146 99 "Tns1"
"429" "chr1" 74352043 74352443 100 108 67 154 75 88 "Pnkd"
"430" "chr1" 74368442 74369247 937 898 876 659 525 270 "Catip"
"431" "chr1" 74385400 74385975 477 471 375 195 202 134 "Slc11a1"
"432" "chr1" 74553390 74553790 2 0 2 12 15 5 "Plcd4"
"433" "chr1" 74566645 74567219 165 136 188 353 390 226 "Zfp142"
"434" "chr1" 74568464 74568864 24 21 32 40 25 38 "Zfp142"
"435" "chr1" 74569651 74570051 491 400 542 1182 1107 900 "Zfp142"
"436" "chr1" 74571413 74571813 306 374 387 594 777 549 "Zfp142"
"437" "chr1" 74679633 74680033 621 603 765 1181 1086 1129 "Ttll4"
"438" "chr1" 74680114 74680514 169 123 205 341 361 238 "Ttll4"
"439" "chr1" 74739257 74739657 88 118 124 156 224 100 "Prkag3"
"440" "chr1" 74784518 74784918 37 14 19 35 44 12 "Wnt6"
"441" "chr1" 74856004 74856404 14 24 3 34 26 16 "Cdk5r2"
"442" "chr1" 75181234 75181850 53 75 56 52 115 91 "Atg9a"
"443" "chr1" 75213969 75214369 110 88 127 186 129 134 "Stk16"
"444" "chr1" 75214993 75215393 60 44 39 126 87 25 "Stk16"
"445" "chr1" 75214993 75215393 60 44 39 126 87 25 "Tuba4a"
"446" "chr1" 75215548 75215948 572 270 457 2211 1793 571 "Stk16"
"447" "chr1" 75215548 75215948 572 270 457 2211 1793 571 "Tuba4a"
"448" "chr1" 75216010 75216597 1075 685 715 3657 1424 1148 "Tuba4a"
"449" "chr1" 75388542 75389158 86 87 126 373 514 284 "Speg"
"450" "chr1" 75390820 75391220 3 1 11 11 23 33 "Speg"
"451" "chr1" 75421655 75422055 1 6 6 23 33 11 "Speg"
"452" "chr1" 75431507 75431907 6 14 30 72 86 71 "Speg"
"453" "chr1" 75474581 75475270 259 210 281 240 302 243 "Chpf"
"454" "chr1" 75475390 75475790 132 106 130 147 213 162 "Chpf"
"455" "chr1" 75476509 75476909 69 107 102 62 51 75 "Chpf"
"456" "chr1" 75477257 75477657 458 480 562 652 939 683 "Chpf"
"457" "chr1" 75486583 75486983 27 24 28 34 67 32 "Obsl1"
"458" "chr1" 77368800 77369828 1736 1761 2301 817 916 1021 "Mir6352"
"459" "chr1" 77372966 77373708 3701 4371 4791 2803 3750 2774 "Mir6352"
"460" "chr1" 77506799 77507199 2496 3037 3188 2172 4232 2510 "Epha4"
"461" "chr1" 78664340 78664740 123 112 129 402 454 269 "Utp14b"
"462" "chr1" 78664340 78664740 123 112 129 402 454 269 "Acsl3"
"463" "chr1" 78664821 78665221 251 194 225 662 566 505 "Utp14b"
"464" "chr1" 78664821 78665221 251 194 225 662 566 505 "Acsl3"
"465" "chr1" 78665238 78665638 831 812 897 2918 2371 1757 "Utp14b"
"466" "chr1" 78665238 78665638 831 812 897 2918 2371 1757 "Acsl3"
"467" "chr1" 78665809 78666424 435 396 438 1414 1286 787 "Utp14b"
"468" "chr1" 78665809 78666424 435 396 438 1414 1286 787 "Acsl3"
"469" "chr1" 78666937 78667337 88 140 119 353 295 250 "Utp14b"
"470" "chr1" 78666937 78667337 88 140 119 353 295 250 "Acsl3"
"471" "chr1" 79607011 79607411 1648 1418 2069 1969 1838 1611 "Ap1s3"
"472" "chr1" 79777889 79778289 98 74 55 205 127 77 "Mrpl44"
"473" "chr1" 80266853 80267253 1161 1258 1308 2288 1741 1052 "Cul3"
"474" "chr1" 82237212 82237802 68 44 84 43 24 32 "Irs1"
"475" "chr1" 82286670 82287678 136 131 150 82 128 79 "Irs1"
"476" "chr1" 82288111 82288511 37 29 41 21 16 22 "Irs1"
"477" "chr1" 82290597 82290997 28 40 50 31 31 14 "Irs1"
"478" "chr1" 82340382 82340782 50 52 41 32 52 59 "Rhbdd1"
"479" "chr1" 83013386 83013786 19 30 26 7 8 7 "Slc19a3"
"480" "chr1" 83022413 83022813 34 25 36 13 14 14 "Slc19a3"
"481" "chr1" 84037112 84038041 68 67 59 321 216 97 "Mir6353"
"482" "chr1" 84122674 84123074 20 30 45 64 33 48 "Mir6353"
"483" "chr1" 84170373 84170773 4 12 17 43 55 35 "Mir6353"
"484" "chr1" 84226298 84226698 5 7 6 10 31 27 "Pid1"
"485" "chr1" 84258466 84258959 56 61 68 151 207 259 "Pid1"
"486" "chr1" 84264458 84264858 105 56 134 175 163 105 "Pid1"
"487" "chr1" 84277656 84278056 138 197 182 619 404 687 "Pid1"
"488" "chr1" 84452799 84453723 51 44 85 76 32 60 "Dner"
"489" "chr1" 84453726 84454126 12 7 16 28 1 13 "Dner"
"490" "chr1" 84457321 84457721 145 160 228 261 179 180 "Dner"
"491" "chr1" 84568056 84569171 7 12 19 12 9 19 "Dner"
"492" "chr1" 84724391 84724791 1361 1424 1522 1596 1296 788 "Trip12"
"493" "chr1" 84786005 84786405 586 612 676 499 447 422 "Trip12"
"494" "chr1" 84793905 84794305 12998 13374 16026 13533 11546 9116 "Trip12"
"495" "chr1" 84858980 84859380 6 7 5 28 32 13 "Fbxo36"
"496" "chr1" 85213437 85213837 460 459 761 936 830 708 "Gm7609"
"497" "chr1" 85849417 85849817 368 271 347 573 568 199 "Cab39"
"498" "chr1" 86305288 86305958 1848 1876 2158 1570 1775 1674 "B3gnt7"
"499" "chr1" 86306014 86306414 423 418 508 526 803 495 "B3gnt7"
"500" "chr1" 86350180 86351133 5963 4696 5852 20667 13972 5550 "Snora75"
"501" "chr1" 86356255 86356875 15140 12338 15953 67416 40142 20974 "Snord82"
"502" "chr1" 86356255 86356875 15140 12338 15953 67416 40142 20974 "Ncl"
"503" "chr1" 86356889 86357289 15367 13173 17600 63868 33614 21810 "Ncl"
"504" "chr1" 86529259 86529942 5097 2974 3476 26574 15289 5430 "Ptma"
"505" "chr1" 86597075 86597475 54 38 59 104 174 95 "Cops7b"
"506" "chr1" 86775784 86776717 30 49 69 55 27 54 "Dis3l2"
"507" "chr1" 86777385 86778020 39 62 80 64 43 73 "Dis3l2"
"508" "chr1" 86829299 86829699 74 130 157 100 46 106 "Dis3l2"
"509" "chr1" 86869999 86870726 13 13 18 34 3 7 "Dis3l2"
"510" "chr1" 87428408 87428808 410 422 488 936 683 502 "Gigyf2"
"511" "chr1" 87719425 87719825 137 136 154 450 435 280 "Inpp5d"
"512" "chr1" 87719906 87720306 50 63 65 131 149 114 "Inpp5d"
"513" "chr1" 87905263 87906051 68 95 100 92 83 180 "Dgkd"
"514" "chr1" 87942759 87943159 65 68 86 47 65 34 "Dgkd"
"515" "chr1" 88258795 88259195 30 41 45 97 84 67 "Mroh2a"
"516" "chr1" 88258795 88259195 30 41 45 97 84 67 "6430706D22Rik"
"517" "chr1" 88264922 88265676 1434 1209 1550 2078 1968 1367 "6430706D22Rik"
"518" "chr1" 88264922 88265676 1434 1209 1550 2078 1968 1367 "A730008H23Rik"
"519" "chr1" 88264922 88265676 1434 1209 1550 2078 1968 1367 "Hjurp"
"520" "chr1" 88265883 88266283 3177 2914 3609 4948 5160 3251 "6430706D22Rik"
"521" "chr1" 88265883 88266283 3177 2914 3609 4948 5160 3251 "A730008H23Rik"
"522" "chr1" 88265883 88266283 3177 2914 3609 4948 5160 3251 "Hjurp"
"523" "chr1" 88700175 88700793 30 19 31 84 109 45 "Arl4c"
"524" "chr1" 88700824 88701224 170 145 189 453 301 195 "Arl4c"
"525" "chr1" 89143673 89144073 245 195 214 497 386 249 "Sh3bp4"
"526" "chr1" 89144653 89145220 117 95 124 253 218 179 "Sh3bp4"
"527" "chr1" 89145576 89145976 103 68 105 237 145 110 "Sh3bp4"
"528" "chr1" 89152052 89152452 21 15 18 33 28 14 "Sh3bp4"
"529" "chr1" 89153123 89153629 78 48 61 179 143 85 "Sh3bp4"
"530" "chr1" 89888621 89889412 303 255 323 268 243 121 "Agap1"
"531" "chr1" 89890420 89891162 328 256 341 367 257 161 "Agap1"
"532" "chr1" 89928328 89929024 2407 1527 1419 5658 3338 1629 "Gbx2"
"533" "chr1" 89930516 89930916 238 187 181 433 282 174 "Gbx2"
"534" "chr1" 90213940 90214340 27 25 33 21 43 42 "Ackr3"
"535" "chr1" 90214621 90215021 48 26 32 62 44 61 "Ackr3"
"536" "chr1" 90612495 90613142 255 241 315 784 491 336 "Cops8"
"537" "chr1" 91114597 91114997 221 192 221 531 427 220 "Lrrfip1"
"538" "chr1" 91115048 91115653 901 833 836 1877 871 946 "Lrrfip1"
"539" "chr1" 91152064 91152724 62 72 131 87 64 52 "Rbm44"
"540" "chr1" 91152864 91153264 66 75 122 57 48 48 "Rbm44"
"541" "chr1" 91285536 91285936 67 77 101 268 224 105 "Ube2f"
"542" "chr1" 91310804 91311652 193 235 354 232 256 301 "Scly"
"543" "chr1" 91313412 91313812 17 29 37 35 31 51 "Scly"
"544" "chr1" 91411485 91411885 18 22 20 161 121 65 "Hes6"
"545" "chr1" 91500961 91501361 1128 1173 1422 2475 1261 1259 "Traf3ip1"
"546" "chr1" 91527461 91528035 101 102 99 136 163 85 "Traf3ip1"
"547" "chr1" 91932581 91933205 1432 1468 1730 1729 2040 881 "Hdac4"
"548" "chr1" 92911820 92912220 36 23 25 50 83 41 "Rnpepl1"
"549" "chr1" 92913213 92913613 27 13 26 51 93 36 "Rnpepl1"
"550" "chr1" 92919572 92920705 233 167 268 467 428 249 "Rnpepl1"
"551" "chr1" 93276116 93277156 804 976 999 567 603 629 "Sned1"
"552" "chr1" 93296410 93296810 1330 1252 1486 930 1138 848 "Sned1"
"553" "chr1" 93298504 93299443 1082 1066 1200 647 428 590 "Mterf4"
"554" "chr1" 93299530 93299930 1036 1173 1271 615 635 593 "Mterf4"
"555" "chr1" 93301369 93301967 661 632 648 1359 987 712 "Mterf4"
"556" "chr1" 93320771 93321456 424 464 528 574 556 544 "Pask"
"557" "chr1" 93321804 93322204 240 272 360 361 223 266 "Pask"
"558" "chr1" 93365935 93366541 548 470 560 639 497 339 "Ppp1r7"
"559" "chr1" 93750063 93750463 130 127 130 194 207 187 "Thap4"
"560" "chr1" 93750559 93750959 247 233 295 502 436 275 "Thap4"
"561" "chr1" 93818240 93818640 380 378 392 439 300 192 "Ing5"
"562" "chr1" 93818763 93819163 541 463 577 641 540 255 "Ing5"
"563" "chr1" 93850443 93851095 220 171 224 231 311 148 "D2hgdh"
"564" "chr1" 96818806 96819206 38 23 38 50 102 86 "Slco4c1"
"565" "chr1" 96878001 96878401 473 435 523 267 341 148 "Panct2"
"566" "chr1" 96958176 96958576 0 4 9 6 14 4 "Slco6b1"
"567" "chr1" 96976097 96977143 13 12 29 25 9 7 "Slco6b1"
"568" "chr1" 97645623 97646234 117 87 74 309 306 134 "D1Ertd622e"
"569" "chr1" 97761353 97761753 342 436 364 513 455 426 "Ppip5k2"
"570" "chr1" 100317087 100319565 157 157 235 334 82 192 "Cntnap5b"
"571" "chr1" 101173381 101173781 0 2 6 3 2 7 "Gm20268"
"572" "chr1" 105533505 105534282 188 189 251 213 234 132 "Pign"
"573" "chr1" 105534492 105535188 13 10 20 18 27 27 "Pign"
"574" "chr1" 105536396 105537087 309 256 338 288 224 357 "Pign"
"575" "chr1" 105537405 105537805 591 601 816 496 362 583 "Pign"
"576" "chr1" 105537849 105538249 326 332 402 328 160 412 "Pign"
"577" "chr1" 105538255 105539433 250 245 310 261 170 269 "Pign"
"578" "chr1" 105539715 105540115 37 50 64 45 44 32 "Pign"
"579" "chr1" 105566556 105567866 885 1026 1530 643 578 822 "Pign"
"580" "chr1" 105611657 105612141 13 10 30 24 41 15 "Pign"
"581" "chr1" 105663896 105664296 107 121 140 147 234 103 "2310035C23Rik"
"582" "chr1" 105827411 105827811 20 18 25 35 82 48 "Tnfrsf11a"
"583" "chr1" 105991219 105991619 199 197 244 352 596 256 "Zcchc2"
"584" "chr1" 106000743 106001143 35 35 45 42 84 29 "Zcchc2"
"585" "chr1" 106030362 106030762 193 115 174 249 117 157 "Zcchc2"
"586" "chr1" 106030927 106031327 761 662 891 1286 994 704 "Zcchc2"
"587" "chr1" 106152521 106152921 473 576 634 1584 2208 1140 "Gm20753"
"588" "chr1" 106172474 106173076 113 118 123 164 277 113 "Phlpp1"
"589" "chr1" 106173095 106173495 150 132 150 174 277 163 "Phlpp1"
"590" "chr1" 106244959 106245359 37 35 70 48 13 36 "Phlpp1"
"591" "chr1" 106247678 106248078 53 56 74 26 30 34 "Phlpp1"
"592" "chr1" 106248420 106248820 83 55 75 50 58 50 "Phlpp1"
"593" "chr1" 106249082 106249781 153 178 182 131 81 137 "Phlpp1"
"594" "chr1" 106250833 106251233 38 30 43 33 6 43 "Phlpp1"
"595" "chr1" 106251491 106252289 42 67 64 49 71 51 "Phlpp1"
"596" "chr1" 106281242 106281642 53 30 40 41 48 54 "Phlpp1"
"597" "chr1" 106392573 106393521 524 497 438 508 434 302 "Phlpp1"
"598" "chr1" 106712237 106712637 11 20 9 27 51 49 "Bcl2"
"599" "chr1" 106712699 106713099 14 17 18 41 87 53 "Bcl2"
"600" "chr1" 106724494 106724894 642 672 1048 587 1011 697 "Kdsr"
"601" "chr1" 111859542 111860171 30 41 58 72 78 81 "Dsel"
"602" "chr1" 111863360 111863760 36 71 74 129 147 92 "Dsel"
"603" "chr1" 118332716 118333116 417 264 248 1550 1258 432 "Nifk"
"604" "chr1" 118419384 118420260 273 331 314 494 520 385 "Clasp1"
"605" "chr1" 118459611 118460011 40 39 55 101 84 48 "Clasp1"
"606" "chr1" 118461006 118461406 53 35 67 82 128 89 "Clasp1"
"607" "chr1" 118607994 118608394 26 43 45 48 46 56 "Clasp1"
"608" "chr1" 118608607 118609358 422 341 445 914 357 426 "Clasp1"
"609" "chr1" 118834487 118834887 970 944 1131 990 983 493 "Gli2"
"610" "chr1" 118835063 118835463 340 348 388 291 237 190 "Gli2"
"611" "chr1" 118836022 118836422 1569 1670 2027 1936 1104 1141 "Gli2"
"612" "chr1" 118837737 118838137 231 227 235 151 88 86 "Gli2"
"613" "chr1" 119053446 119054761 939 924 1104 1190 1684 1020 "Gli2"
"614" "chr1" 119416498 119417152 2938 2497 3393 1232 1414 1166 "Inhbb"
"615" "chr1" 119420679 119421079 354 299 324 90 428 92 "Inhbb"
"616" "chr1" 119421772 119422172 264 264 292 154 274 78 "Inhbb"
"617" "chr1" 119471292 119471692 90 61 113 288 219 99 "Ralb"
"618" "chr1" 119527221 119527621 501 440 459 402 438 283 "Tmem185b"
"619" "chr1" 119548779 119549179 111 114 126 108 78 48 "Epb4.1l5"
"620" "chr1" 119659095 119659816 393 401 574 546 410 390 "Ptpn4"
"621" "chr1" 119695198 119695598 38 46 58 72 108 50 "Ptpn4"
"622" "chr1" 119729544 119729944 13 10 15 22 34 21 "Ptpn4"
"623" "chr1" 119744507 119744907 8 5 4 4 10 5 "Ptpn4"
"624" "chr1" 119752059 119752459 52 61 61 80 125 99 "Ptpn4"
"625" "chr1" 119755427 119756306 369 376 457 420 202 436 "Ptpn4"
"626" "chr1" 119756362 119757074 312 315 388 352 272 366 "Ptpn4"
"627" "chr1" 119757408 119757987 55 75 81 57 99 97 "Ptpn4"
"628" "chr1" 119767283 119767915 143 176 225 148 183 227 "Ptpn4"
"629" "chr1" 119837040 119837440 21 38 37 31 97 19 "Ptpn4"
"630" "chr1" 119909563 119909963 109 104 111 184 167 87 "Tmem177"
"631" "chr1" 119909974 119910374 30 34 24 44 57 28 "Tmem177"
"632" "chr1" 120067457 120067857 20 8 29 38 44 27 "Tmem37"
"633" "chr1" 120243773 120244173 107 122 201 114 345 188 "Steap3"
"634" "chr1" 120607097 120607497 70 55 34 189 76 54 "En1"
"635" "chr1" 121501120 121501520 60 47 65 72 94 51 "Ccdc93"
"636" "chr1" 121564412 121564812 102 98 126 355 297 138 "Ddx18"
"637" "chr1" 121565802 121566202 433 384 369 1149 912 363 "Ddx18"
"638" "chr1" 123856939 123857589 18 14 23 27 35 18 "Dpp10"
"639" "chr1" 123876410 123876810 12 17 22 28 15 13 "Dpp10"
"640" "chr1" 125914357 125914757 18 10 10 28 20 11 "Nckap5"
"641" "chr1" 127281775 127282175 15 17 35 36 54 26 "Mgat5"
"642" "chr1" 127434012 127434412 8 7 19 22 45 24 "Mgat5"
"643" "chr1" 127482759 127483159 191 230 318 262 339 277 "Mgat5"
"644" "chr1" 127493966 127494366 7 6 5 21 10 13 "Tmem163"
"645" "chr1" 127494555 127494955 5 7 21 16 8 9 "Tmem163"
"646" "chr1" 127802559 127802959 3650 3585 4478 4914 3653 3837 "Ccnt2"
"647" "chr1" 127803227 127803627 1307 1195 1282 1728 1181 1204 "Ccnt2"
"648" "chr1" 127928395 127929002 168 166 221 271 319 322 "Rab3gap1"
"649" "chr1" 127942447 127942847 119 163 167 185 207 137 "Rab3gap1"
"650" "chr1" 128236651 128237051 254 217 275 330 220 278 "R3hdm1"
"651" "chr1" 128262608 128263008 299 276 370 1017 762 455 "Ubxn4"
"652" "chr1" 128266116 128266516 114 92 124 373 222 162 "Ubxn4"
"653" "chr1" 128331688 128332088 169 140 170 404 333 105 "Mcm6"
"654" "chr1" 129436643 129437134 9 7 11 17 10 7 "Thsd7b"
"655" "chr1" 129437434 129439029 35 24 44 46 14 39 "Thsd7b"
"656" "chr1" 129976864 129977264 82 80 137 109 65 79 "Thsd7b"
"657" "chr1" 129978868 129979268 8 3 3 4 0 5 "Thsd7b"
"658" "chr1" 130036325 130037144 14 14 11 9 8 8 "Thsd7b"
"659" "chr1" 130448407 130448807 83 88 125 336 157 310 "Cd55"
"660" "chr1" 130690547 130690947 101 95 122 43 75 26 "Pfkfb2"
"661" "chr1" 130716484 130717097 182 211 231 233 255 195 "Pfkfb2"
"662" "chr1" 130719089 130719833 235 204 241 406 377 237 "Yod1"
"663" "chr1" 130719089 130719833 235 204 241 406 377 237 "Pfkfb2"
"664" "chr1" 130851667 130852067 225 250 286 628 1105 428 "Pigr"
"665" "chr1" 131128910 131129310 722 574 554 1999 1573 822 "Dyrk3"
"666" "chr1" 131177905 131178662 238 256 269 146 191 195 "Rassf5"
"667" "chr1" 131179586 131179986 205 248 241 214 246 206 "Rassf5"
"668" "chr1" 131254913 131255313 5 0 8 26 19 16 "Ikbke"
"669" "chr1" 131286537 131286937 78 59 72 160 154 99 "Srgap2"
"670" "chr1" 131289297 131289697 93 79 133 274 188 162 "Srgap2"
"671" "chr1" 131369454 131369854 41 38 37 103 136 90 "Srgap2"
"672" "chr1" 131371213 131372263 34 30 43 72 80 100 "Srgap2"
"673" "chr1" 131374841 131375575 19 23 15 26 14 34 "Srgap2"
"674" "chr1" 131375830 131376930 126 124 197 294 182 274 "Srgap2"
"675" "chr1" 131377038 131377438 26 29 42 112 65 110 "Srgap2"
"676" "chr1" 131377441 131377841 43 40 41 60 66 67 "Srgap2"
"677" "chr1" 131830583 131830983 110 111 135 121 199 94 "Slc41a1"
"678" "chr1" 131838941 131839341 11 7 6 13 19 9 "Slc41a1"
"679" "chr1" 131977580 131977980 36 45 47 22 59 33 "Slc45a3"
"680" "chr1" 132017678 132018528 1098 1069 1262 1374 1314 1051 "Elk4"
"681" "chr1" 132019166 132019566 161 164 223 179 106 236 "Elk4"
"682" "chr1" 132204669 132205069 45 32 56 168 198 102 "Lemd1"
"683" "chr1" 132207513 132207913 24 23 28 121 135 93 "Lemd1"
"684" "chr1" 132240088 132240488 108 122 175 120 64 65 "Lemd1"
"685" "chr1" 132332120 132333264 129 85 153 208 189 93 "Nuak2"
"686" "chr1" 132358840 132359240 16 16 23 30 29 15 "Tmcc2"
"687" "chr1" 132359502 132360032 32 38 42 30 42 24 "Tmcc2"
"688" "chr1" 132360201 132360601 174 181 270 310 477 168 "Tmcc2"
"689" "chr1" 132360773 132361173 37 33 69 63 73 41 "Tmcc2"
"690" "chr1" 132434109 132434509 31 34 29 12 15 9 "Dstyk"
"691" "chr1" 132449597 132449997 95 112 128 56 91 47 "Dstyk"
"692" "chr1" 132503708 132504405 822 635 754 930 1111 564 "Rbbp5"
"693" "chr1" 132507349 132507749 197 193 197 117 150 135 "Tmem81"
"694" "chr1" 132507888 132508288 50 65 64 62 38 61 "Tmem81"
"695" "chr1" 132569371 132569836 30 22 43 56 59 46 "Nfasc"
"696" "chr1" 132570222 132570692 49 64 127 110 180 115 "Nfasc"
"697" "chr1" 132597358 132597758 45 64 67 62 87 80 "Nfasc"
"698" "chr1" 132598616 132599016 36 21 82 49 79 46 "Nfasc"
"699" "chr1" 132613375 132614351 446 547 818 600 463 497 "Nfasc"
"700" "chr1" 132616086 132616486 106 141 166 135 201 159 "Nfasc"
"701" "chr1" 132937925 132938325 251 270 257 78 77 83 "Lrrn2"
"702" "chr1" 132938555 132938955 220 239 242 86 145 56 "Lrrn2"
"703" "chr1" 132991784 132992184 7633 8469 10412 15479 16898 10331 "Mdm4"
"704" "chr1" 133066605 133067005 129 116 136 154 159 159 "Pik3c2b"
"705" "chr1" 133107335 133107735 32 30 31 69 96 40 "Pik3c2b"
"706" "chr1" 133132427 133132827 4834 5775 6351 3705 4332 3623 "Ppp1r15b"
"707" "chr1" 133132899 133133299 10161 11092 11679 8609 14339 8220 "Ppp1r15b"
"708" "chr1" 133136490 133136890 1394 1573 1674 1157 1030 1045 "Ppp1r15b"
"709" "chr1" 133272352 133272752 14 22 12 45 27 11 "Plekha6"
"710" "chr1" 133300160 133300560 63 81 78 125 185 100 "Plekha6"
"711" "chr1" 133300810 133301468 44 30 43 76 40 47 "Plekha6"
"712" "chr1" 133383320 133383947 139 97 139 402 541 209 "Sox13"
"713" "chr1" 133620095 133620495 2607 2755 2993 3351 3320 2087 "Zbed6"
"714" "chr1" 133621219 133621619 1685 1662 2001 2970 2775 1432 "Zbed6"
"715" "chr1" 133625739 133626139 123 111 125 113 104 98 "Zbed6"
"716" "chr1" 133626750 133627150 1342 1259 1631 1971 2514 1323 "Zbed6"
"717" "chr1" 133657580 133657980 980 1262 1429 1021 1027 1258 "Zbed6"
"718" "chr1" 133657580 133657980 980 1262 1429 1021 1027 1258 "Zc3h11a"
"719" "chr1" 133658051 133658451 1361 1555 2094 1905 1849 1914 "Zbed6"
"720" "chr1" 133658051 133658451 1361 1555 2094 1905 1849 1914 "Zc3h11a"
